Kensington Cashmere Sweater,The Row,"$1,290.00",https://n.nordstrommedia.com/id/sr3/50fd736e-ed0b-4a08-bc0d-4547feb469ce.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/the-row-kensington-cashmere-sweater/6539878?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,No rating,No reviews
Marcela Lace Trim Satin Pajama Shorts,Hunkemöller,$39.00,https://n.nordstrommedia.com/id/sr3/e77bb435-6b91-4e61-9cb2-10b0dcbd8bd4.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/marcela-lace-trim-satin-pajama-shorts/7816065?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=333,No rating,No reviews
Reid Jogger Pants,PAIGE,$249.00,https://n.nordstrommedia.com/id/sr3/8192ad43-3453-4532-b5a2-2f0733a63c51.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/7865521?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=300,No rating,No reviews
Stripe Combed Cotton Crew Socks,Casa Clara,$16.00,https://n.nordstrommedia.com/id/sr3/617980f6-3665-4e51-a219-f06d0da3711f.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/stripe-combed-cotton-crew-socks/7716535?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,3.5 out of 5 stars,(2)
Keyhole Cotton Midi Dress,Topshop,$85.00,https://n.nordstrommedia.com/id/sr3/d4f3e32f-02e0-4154-a3da-4e6ad28aea33.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/keyhole-cotton-midi-dress/7921053?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=530,No rating,No reviews
Anacapri Daniella Jacket,Ramy Brook,$395.00,https://n.nordstrommedia.com/id/sr3/b92758e1-e126-454b-b9ca-884eca9e0e80.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/7760053?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=400,No rating,No reviews
Button-Up Shirt (Plus),Liverpool Los Angeles,$89.00,https://n.nordstrommedia.com/id/sr3/8bc5da68-54ff-468c-9c9f-b1d153c40014.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/button-up-shirt-plus/7873732?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=420,1 out of 5 stars,(1)
Lex Herringbone Crop Jacket,Lafayette 148 New York,$998.00,https://n.nordstrommedia.com/id/sr3/5e6ffb8b-1078-4a68-a504-f58fc92f0748.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/lex-herringbone-crop-jacket/7839729?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=200,5 out of 5 stars,(1)
Eden Roc Crest Cotton Graphic Hoodie,Sporty & Rich,$195.00,https://n.nordstrommedia.com/id/sr3/e32e36a9-5fe1-47a4-8c1d-91d4b6a7092a.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/eden-roc-crest-cotton-graphic-hoodie/7846372?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=901,No rating,No reviews
Posh Faux Fur Puffer Vest,DONNA SALYERS FABULOUS FURS,$175.00,https://n.nordstrommedia.com/id/sr3/79fd9d00-67f8-4814-ac7a-0ab4f9199d78.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/posh-faux-fur-puffer-vest/7506900?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=232,No rating,No reviews
Stud Trim Tank Top,DKNY,$69.00,https://n.nordstrommedia.com/id/sr3/8a3ab77b-ef72-49b7-b907-7c6fc629cd09.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/stud-trim-tank-top/7826442?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,No rating,No reviews
Mike Split Hem Crepe Drawstring Pants,Akris punto,$440.00,https://n.nordstrommedia.com/id/sr3/f55d31a0-74b7-42cb-bd72-45168eb470ec.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/mike-split-hem-crepe-drawstring-pants/7687170?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=020,No rating,No reviews
Belted Canvas Wide Leg Pants,MANGO,$89.99,https://n.nordstrommedia.com/id/sr3/09aae43f-1772-44de-a5ac-3db4ebf59e4a.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/belted-canvas-wide-leg-pants/7958592?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=200,No rating,No reviews
Ruched Sleeve Linen Blazer,Karen Kane,$238.00,https://n.nordstrommedia.com/id/sr3/f77a7a88-be4a-4f02-8167-e19154183d0c.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/karen-kane-ruched-sleeve-linen-blazer/7308853?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=270,4 out of 5 stars,(18)
Margarita Mini Tiki Triangle Bikini Top,Roxy,$56.00,https://n.nordstrommedia.com/id/sr3/bd02435f-e3b8-4b99-8704-795819a3e15d.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/margarita-mini-tiki-triangle-bikini-top/7869247?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=627,No rating,No reviews
Front Slit Denim Maxi Skirt (Charlie),1822 Denim,$69.00,https://n.nordstrommedia.com/id/sr3/21d030d4-bf56-4eba-a3c3-5d4f2c2cbe33.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/front-slit-denim-maxi-skirt-charlie/7884596?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=426,No rating,No reviews
Tiered Midi Shirtdress,English Factory,$120.00,https://n.nordstrommedia.com/id/sr3/2ceaf0ea-4d2c-4f25-b11c-fdc9f909917f.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/tiered-midi-shirtdress/7802240?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=330,No rating,No reviews
Mosaic Floral Convertible Cardigan (Plus),NIC+ZOE,$158.00,https://n.nordstrommedia.com/id/sr3/c680ec58-842f-46d2-aa8f-aaea919e80bc.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/mosaic-floral-convertible-cardigan-plus/7856152?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=670,No rating,No reviews
Ruffle Sleeveless Denim Dress (Plus Size),Standards & Practices,$148.00,https://n.nordstrommedia.com/id/sr3/e9400c89-09e2-4df4-b383-ee765c5d3345.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/standards-and-practices-ruffle-sleeveless-denim-dress-plus-size/7283070?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=401,3 out of 5 stars,(4)
Beaded Cap Sleeve Dress with High Slit,LARA New York,$598.00,https://n.nordstrommedia.com/id/sr3/f798ee75-1673-4f73-b550-f8bd91006999.png?h=365&w=240&dpr=2,https://www.nordstrom.com/s/beaded-cap-sleeve-dress-with-high-slit/7978675?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=440,No rating,No reviews
Button-Up Shirt,MANGO,$59.99,https://n.nordstrommedia.com/id/sr3/06f44283-d040-400d-bf75-4a118618aa5d.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/button-up-shirt/7626715?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=300,2 out of 5 stars,(1)
Sundaze High Waist Crop Straight Utility Pants,DAZE,$118.00,https://n.nordstrommedia.com/id/sr3/a88b12ed-be7e-4d60-b53f-5f5ddc88d3d8.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/sundaze-high-waist-crop-straight-utility-pants/7906789?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=396,No rating,No reviews
Gemma Strapless Minidress,EDIKTED,$44.80,https://n.nordstrommedia.com/id/sr3/2bba10ef-3ab1-4d81-8b9e-319d09ece7b3.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/gemma-strapless-minidress/7809907?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=200,No rating,No reviews
Suki Americana Mid Rise Capri Jeans,Silver Jeans Co.,$78.00,https://n.nordstrommedia.com/id/sr3/94d61195-4e45-4c7d-bdc3-7afcf09589ca.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/suki-americana-mid-rise-capri-jeans/7782944?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=402,No rating,No reviews
Adina Floral Print Sleeveless Silk Midi Dress,Equipment,$495.00,https://n.nordstrommedia.com/id/sr3/ff95d9b0-c551-4620-98af-b1557cff3880.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/adina-floral-print-sleeveless-silk-midi-dress/7763118?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=385,No rating,No reviews
Sweet Waves Hike Side Bikini Bottoms,Billabong,$59.95,https://n.nordstrommedia.com/id/sr3/4391952f-3f90-416f-a36e-1a4648468fcd.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/sweet-waves-hike-side-bikini-bottoms/7756048?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=664,No rating,No reviews
Kiens Bateau Neck Techno Mesh Midi Dress,Max Mara,$995.00,https://n.nordstrommedia.com/id/sr3/8124bac2-8858-4b13-a661-f7ab6ccfe5fb.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/kiens-bateau-neck-techno-mesh-midi-dress/7810104?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,4 out of 5 stars,(2)
Coupe des Dieux Draped Bodysuit,Versace,"$1,275.00",https://n.nordstrommedia.com/id/sr3/491aa267-ddbf-42e8-b137-7f283b1a74ce.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/coupe-des-dieux-draped-bodysuit/7803058?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,No rating,No reviews
Belle Maternity/Nursing One-Piece Swimsuit,Cache Coeur,$140.00,https://n.nordstrommedia.com/id/sr3/d1f79f9f-091e-46fd-9246-1bf6f2e760ac.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/belle-maternity-nursing-one-piece-swimsuit/7349706?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=400,2 out of 5 stars,(1)
Domini Empire Waist Dress,Reformation,$278.00,https://n.nordstrommedia.com/id/sr3/418b0cb8-d759-414b-95a7-78a9af334ba0.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/domini-empire-waist-dress/7790886?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=100,2 out of 5 stars,(1)
Tie Waist Wide Leg Satin Jumpsuit,Bella Dahl,$260.00,https://n.nordstrommedia.com/id/sr3/13e5cec7-7d2a-49ec-98ac-97d33575d8ae.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/tie-waist-wide-leg-satin-jumpsuit/7712022?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=211,No rating,No reviews
Girlfriend Cotton Button-Up Shirt,NIC+ZOE,$138.00,https://n.nordstrommedia.com/id/sr3/b380d1cb-433c-4cd6-aa99-d6b573ea6c48.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/girlfriend-cotton-button-up-shirt/7712656?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=572,No rating,No reviews
Jodie Ripped High Waist Wide Leg Jeans (Thunder Destructed),Hudson Jeans,$225.00,https://n.nordstrommedia.com/id/sr3/956963d2-74ad-4957-b89d-60ffed798a95.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/hudson-jodie-ripped-high-waist-wide-leg-jeans-thunder-destructed/7333463?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=460,1 out of 5 stars,(1)
Sasha Seamed Pocket High Waist Wide Leg Jeans (Uma),PAIGE,$269.00,https://n.nordstrommedia.com/id/sr3/b7b28ad3-1386-4fcf-bfbd-663256219674.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/paige-sasha-seamed-pocket-high-waist-wide-leg-jeans-uma/7772409?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=400,4 out of 5 stars,(5)
Running Assorted 2-Pack Ankle Socks,Bombas,$33.00,https://n.nordstrommedia.com/id/sr3/321133d9-e2fc-410d-9fde-07e9a1bfc235.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/running-assorted-2-pack-ankle-socks/7848800?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=400,4.1 out of 5 stars,(8)
Archie Studded Linen Blend Dress,Rebecca Minkoff,$268.00,https://n.nordstrommedia.com/id/sr3/44d9b282-a458-4039-9556-f19612d87d1e.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/archie-studded-linen-blend-dress/7841425?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,No rating,No reviews
Palms Paradise Long Sleeve Wrap Minidress,FARM Rio,$258.00,https://n.nordstrommedia.com/id/sr3/1eb6d98d-179d-437f-95df-c9cf0e43a2d5.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/palms-paradise-long-sleeve-wrap-minidress/7841821?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=430,No rating,No reviews
Side Button Trousers,Endless Rose,$80.00,https://n.nordstrommedia.com/id/sr3/be9d3e48-2b03-4056-b3b5-a3cdb7955119.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/endless-rose-side-button-trousers/7377978?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,No rating,No reviews
Middle of Nowhere Eyelet Shorts,Lost + Wander,$70.00,https://n.nordstrommedia.com/id/sr3/e809666c-bfbb-452d-ad01-ac1cb23727ee.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/lost-wander-middle-of-nowhere-eyelet-shorts/5882471?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=134,2 out of 5 stars,(1)
Azalea Floral Print Long Sleeve Minidress,Desigual,$159.00,https://n.nordstrommedia.com/id/sr3/7fb471a7-03c7-4111-bfed-c62b451435e2.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/azalea-floral-print-long-sleeve-minidress/7844761?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=650,No rating,No reviews
Dili Stripe Scoop Neck Tank,SESSÙN,$105.00,https://n.nordstrommedia.com/id/sr3/0d021185-82cb-4617-a583-d9d3810ada92.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/dili-stripe-scoop-neck-tank/7842182?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=500,No rating,No reviews
Ribbed Stretch Cotton Tank,Mavi Jeans,$44.00,https://n.nordstrommedia.com/id/sr3/90979492-4841-41e3-a6bd-4606fee0a538.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/ribbed-stretch-cotton-tank/7680391?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,No rating,No reviews
Toucan Guipure Lace Maxi Skirt,FARM Rio,$260.00,https://n.nordstrommedia.com/id/sr3/1cadc8df-8d36-4d43-93ef-3c17d2bad090.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/toucan-guipure-lace-maxi-skirt/7782174?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=602,4 out of 5 stars,(1)
Cutout Faux Leather Midi Dress,Grey Lab,$110.00,https://n.nordstrommedia.com/id/sr3/a5982ce1-0abf-44fa-9276-ebb08bba234f.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/grey-lab-cutout-faux-leather-midi-dress/7665518?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,No rating,No reviews
Mia Bias Cut Satin Midi Skirt,FIFTEEN TWENTY,$209.00,https://n.nordstrommedia.com/id/sr3/9dc58a65-7b4e-4ccb-b396-09faafdd49ce.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/fifteen-twenty-mia-bias-cut-satin-midi-skirt/7723974?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=435,No rating,No reviews
Daily Wide Leg Pants,Vuori,$98.00,https://n.nordstrommedia.com/id/sr3/82fcfc79-fb52-49fa-a1d9-cf24a8a4e12a.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/7017441?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,4.1 out of 5 stars,(48)
Wool & Cotton Lace Button-Up Shirt,& Other Stories,$159.00,https://n.nordstrommedia.com/id/sr3/d55b1047-f8bd-4f78-bb41-bbe6e7a845ed.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/wool-cotton-lace-button-up-shirt/7884161?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,3.5 out of 5 stars,(2)
Toucan Guipure Lace Maxi Skirt,FARM Rio,$260.00,https://n.nordstrommedia.com/id/sr3/25bc39fc-d9ac-4da8-80ee-41d995af5831.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/toucan-guipure-lace-maxi-skirt/7864503?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=303,No rating,No reviews
Feather Long Sleeve T-Shirt,Vuori,$64.00,https://n.nordstrommedia.com/id/sr3/706022a4-6795-4341-bbed-64d9b78b9979.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/7539493?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=420,4.1 out of 5 stars,(22)
Gingham Check Short Cotton Pajamas,Petite Plume,$84.00,https://n.nordstrommedia.com/id/sr3/56974114-8ca1-4122-86b0-1a09d005c26f.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/petite-plume-gingham-check-short-cotton-pajamas/6667165?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=400,4 out of 5 stars,(1)
The NW Tank Bodysuit,Naked Wardrobe,$48.00,https://n.nordstrommedia.com/id/sr3/8a74128f-3a95-43b3-a0fb-c88e85cbf042.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/naked-wardrobe-the-nw-tank-bodysuit/5502928?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,3.6 out of 5 stars,(47)
Frivolla Floral Strapless Organza Gown,Sachin & Babi,$695.00,https://n.nordstrommedia.com/id/sr3/946f181f-984d-4f57-a207-573edd2b167b.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/frivolla-floral-strapless-organza-gown/7871687?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=416,No rating,No reviews
Rideout Insulated Water Repellent Snow Bib,Roxy,$269.95,https://n.nordstrommedia.com/id/sr3/00f829b4-70c5-41e7-a35a-5b8e92aad27c.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/roxy-rideout-insulated-water-repellent-snow-bib/7182946?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=002,1 out of 5 stars,(2)
Braided Dolman Sleeve T-Shirt,Lucky Brand,$59.50,https://n.nordstrommedia.com/id/sr3/e209e9a5-20e3-4ea6-81c8-cfec3a4837eb.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/7755540?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=650,2.8 out of 5 stars,(6)
Soleil Colorblock Rib Crewneck Sweater,Rip Curl,$79.95,https://n.nordstrommedia.com/id/sr3/c8cf6c83-23d2-4f64-8acc-4806378169f2.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/soleil-colorblock-rib-crewneck-sweater/7894108?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=642,No rating,No reviews
Mixed Media Gabardine & Wool Melton Coat,Sacai,"$2,730.00",https://n.nordstrommedia.com/id/sr3/5de030d6-bf4c-41a3-9dd5-dfcd5689331d.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/mixed-media-gabardine-wool-melton-coat/7898027?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=250,No rating,No reviews
Rubina Pinstripe Shorts,Steve Madden,$59.00,https://n.nordstrommedia.com/id/sr3/ae8bc561-9a62-41c7-bf14-776266c367ff.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/rubina-pinstripe-shorts/7744388?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=900,No rating,No reviews
Naomi Fitted Denim Shirtdress,Wash Lab Denim,$168.00,https://n.nordstrommedia.com/id/sr3/069473a4-a0ad-4c16-b5a7-690720f81fbf.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/7841577?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=411,No rating,No reviews
Print Cotton Short Pajamas,BedHead Pajamas,$198.00,https://n.nordstrommedia.com/id/sr3/4dd8dce7-4b23-4b61-8bb0-1d4152ba78ba.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/print-cotton-short-pajamas/7668834?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=650,No rating,No reviews
FP Movement Start to Finish Bubble Sweatshirt,Free People,$78.00,https://n.nordstrommedia.com/id/sr3/d695f94a-79b5-46ed-9d32-0fdc288f0cdd.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/free-people-fp-movement-start-to-finish-bubble-sweatshirt/7610006?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=840,4.3 out of 5 stars,(4)
Yoko Halter Neck Stretch Poplin Midi Dress,Proenza Schouler,"$1,290.00",https://n.nordstrommedia.com/id/sr3/e67c5bcb-d7b0-415f-a23c-a25f13bdc84c.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/7809163?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,No rating,No reviews
Miller Matte Crepe Halter Top,Proenza Schouler,$790.00,https://n.nordstrommedia.com/id/sr3/152fb297-4fe3-4f1f-9152-a8336472107f.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/miller-matte-crepe-halter-top/7846478?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=900,No rating,No reviews
